order,id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,image_url,state,lat,long,posting_date
11017,7316427346,https://phoenix.craigslist.org/evl/cto/d/chandler-2002-mercedes-benz-slk32-amg/7316427346.html,phoenix,https://phoenix.craigslist.org,14990,2002,mercedes-benz,benz slk32 amg,good,6 cylinders,gas,95200,clean,automatic,WDBKK66F12F265879,rwd,convertible,black,https://images.craigslist.org/00S0S_jMJOJno8QOAz_0CI0lM_600x450.jpg,az,33.262819,-111.789492,2021-05-03T14:00:04-0700
11018,7316427336,https://phoenix.craigslist.org/evl/cto/d/mesa-2013-hyundai-sonata-gls-low-miles/7316427336.html,phoenix,https://phoenix.craigslist.org,11800,2013,hyundai,sonata gls,excellent,4 cylinders,gas,57156,clean,automatic,5NPEB4AC1DH663232,fwd,sedan,silver,https://images.craigslist.org/00A0A_3miz58suze2z_0CI0t2_600x450.jpg,az,33.3992,-111.7896,2021-05-03T14:00:03-0700
11021,7316426219,https://phoenix.craigslist.org/evl/cto/d/scottsdale-2019-lexus-rx350/7316426219.html,phoenix,https://phoenix.craigslist.org,43000,2019,lexus,rx 350,excellent,6 cylinders,gas,22500,clean,automatic,2T2ZZMCA8KC126507,fwd,SUV,silver,https://images.craigslist.org/01010_kwiBMaj99G6z_0lM0t2_600x450.jpg,az,33.5647,-111.8931,2021-05-03T13:57:57-0700
11022,7316425646,https://phoenix.craigslist.org/evl/cto/d/mesa-used-2008-dodge-ram-box/7316425646.html,phoenix,https://phoenix.craigslist.org,7000,2008,ram,1500,excellent,8 cylinders,gas,145724,clean,automatic,1D7HU18N08J218707,4wd,truck,white,https://images.craigslist.org/00l0l_iJAXm8fnQXhz_0t20CI_600x450.jpg,az,33.283732,-111.662636,2021-05-03T13:56:57-0700
11025,7316422471,https://phoenix.craigslist.org/evl/ctd/d/mesa-2016-vw-volkswagen-jetta-sedan-14t/7316422471.html,phoenix,https://phoenix.craigslist.org,10991,2016,volkswagen,jetta sedan 1.4t se,good,4 cylinders,gas,103030,clean,automatic,3VWD67AJ7GM363092,fwd,sedan,brown,https://images.craigslist.org/00P0P_fVAAlNFKuBkz_0ak07K_600x450.jpg,az,33.416084,-111.791486,2021-05-03T13:51:26-0700
11030,7316421060,https://phoenix.craigslist.org/evl/cto/d/mesa-2000-dodge-ram-1500-8-short-bed/7316421060.html,phoenix,https://phoenix.craigslist.org,3995,2000,ram,1500,good,8 cylinders,gas,175980,clean,automatic,1B7HC16Y1YS536386,rwd,pickup,blue,https://images.craigslist.org/00404_g2d6RIbEjnz_0t20CI_600x450.jpg,az,33.393647,-111.736492,2021-05-03T13:49:05-0700
11033,7316416682,https://phoenix.craigslist.org/evl/ctd/d/mesa-2020-ford-fusion-se-hybrid-sedan/7316416682.html,phoenix,https://phoenix.craigslist.org,24590,2020,ford,fusion se hybrid sedan 4d,good,,hybrid,1699,clean,other,3FA6P0LU8LR173439,fwd,sedan,white,https://images.craigslist.org/00H0H_wT1pi487Yaz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T13:41:36-0700
11034,7316418047,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2008-ford-f150-regular-cab-long/7316418047.html,phoenix,https://phoenix.craigslist.org,10995,2008,ford,f150,good,8 cylinders,gas,110310,clean,automatic,1FTPF12V78KC36026,rwd,pickup,red,https://images.craigslist.org/00h0h_k9eSrUGiR8Qz_0pG0jg_600x450.jpg,az,33.624243,-112.010365,2021-05-03T13:43:57-0700
11037,7316416696,https://phoenix.craigslist.org/evl/ctd/d/mesa-2017-vw-volkswagen-tiguan-limited/7316416696.html,phoenix,https://phoenix.craigslist.org,18990,2017,volkswagen,tiguan limited 2.0t,good,,gas,22884,clean,other,WVGAV7AX1HK045793,fwd,other,blue,https://images.craigslist.org/00707_32cZX5eZLvuz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T13:41:38-0700
11039,7316416281,https://phoenix.craigslist.org/evl/ctd/d/mesa-2017-chevy-chevrolet-colorado-crew/7316416281.html,phoenix,https://phoenix.craigslist.org,37590,2017,chevrolet,colorado crew cab zr2,good,,other,40152,clean,other,1GCGTEEN6H1287597,4wd,pickup,blue,https://images.craigslist.org/00909_7y2ckfumAHQz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T13:41:02-0700
11048,7316411207,https://phoenix.craigslist.org/wvl/ctd/d/luke-air-force-base-2018-buick-encore/7316411207.html,phoenix,https://phoenix.craigslist.org,19590,2018,buick,encore sport touring,good,,gas,18959,clean,other,KL4CJ1SB7JB594407,fwd,other,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,az,33.51,-112.36,2021-05-03T13:32:12-0700
11049,7316411216,https://phoenix.craigslist.org/evl/ctd/d/mesa-2018-bmw-x1-sdrive28i-sport/7316411216.html,phoenix,https://phoenix.craigslist.org,27990,2018,bmw,x1 sdrive28i sport utility,good,,gas,23998,clean,other,WBXHU7C30J5H45458,fwd,other,blue,https://images.craigslist.org/01313_fDDhyNT9m6Mz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T13:32:12-0700
11054,7316411122,https://phoenix.craigslist.org/evl/ctd/d/mesa-2020-nissan-kicks-sv-sport-utility/7316411122.html,phoenix,https://phoenix.craigslist.org,21590,2020,nissan,kicks sv sport utility 4d,good,,gas,4594,clean,other,3N1CP5CV2LL481859,fwd,hatchback,red,https://images.craigslist.org/00y0y_3nbSmiyIWTUz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T13:32:06-0700
11055,7316411083,https://phoenix.craigslist.org/evl/ctd/d/mesa-2008-gmc-acadia-slt2-suv-white/7316411083.html,phoenix,https://phoenix.craigslist.org,9991,2008,gmc,acadia slt2,good,6 cylinders,gas,164175,clean,automatic,1GKER337X8J124910,fwd,other,white,https://images.craigslist.org/00Y0Y_92LHF0yHkQHz_0ak07K_600x450.jpg,az,33.416084,-111.791486,2021-05-03T13:32:04-0700
11062,7316409527,https://phoenix.craigslist.org/evl/cto/d/san-tan-valley-2006-chrysler-pt-cruiser/7316409527.html,phoenix,https://phoenix.craigslist.org,3200,2006,chrysler,pt cruiser,good,4 cylinders,gas,85000,salvage,automatic,3A4FY58B76T290118,fwd,hatchback,,https://images.craigslist.org/00F0F_149XvKcnutBz_0CI0t2_600x450.jpg,az,33.1911,-111.528,2021-05-03T13:29:21-0700
11063,7316408985,https://phoenix.craigslist.org/evl/ctd/d/scottsdale-2018-lexus-lx-suv/7316408985.html,phoenix,https://phoenix.craigslist.org,69900,2018,lexus,lx,excellent,8 cylinders,gas,34713,clean,automatic,JTJHY7AX4J4263003,4wd,SUV,black,https://images.craigslist.org/00r0r_fjltcYp2AcVz_0ak07K_600x450.jpg,az,33.48815,-111.94239,2021-05-03T13:28:26-0700
11069,7316405061,https://phoenix.craigslist.org/evl/ctd/d/mesa-2018-jeep-wrangler-unlimited-sport/7316405061.html,phoenix,https://phoenix.craigslist.org,29990,2018,jeep,wrangler unlimited sport s,good,,other,31178,clean,other,1C4HJWDG0JL925825,4wd,other,silver,https://images.craigslist.org/00909_caJiUzf5NCjz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T13:21:28-0700
11070,7316405126,https://phoenix.craigslist.org/evl/ctd/d/scottsdale-2018-nissan-titan-sv-truck/7316405126.html,phoenix,https://phoenix.craigslist.org,32800,2018,nissan,titan,excellent,8 cylinders,gas,5782,clean,automatic,1N6AA1E69JN503516,rwd,truck,red,https://images.craigslist.org/01212_dlqcXFGs5Tmz_0ak07K_600x450.jpg,az,33.48815,-111.94239,2021-05-03T13:21:35-0700
11071,7316404837,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2012-ford-e250-cargo-van-work/7316404837.html,phoenix,https://phoenix.craigslist.org,10995,2012,ford,econoline,good,8 cylinders,gas,173412,clean,automatic,1FTNE2EL4CDA97786,rwd,van,white,https://images.craigslist.org/00d0d_bLYq48t1inGz_0nU0hW_600x450.jpg,az,33.623957,-112.010536,2021-05-03T13:21:09-0700
11075,7316398780,https://phoenix.craigslist.org/evl/ctd/d/mesa-2017-buick-regal-sport-touring/7316398780.html,phoenix,https://phoenix.craigslist.org,19990,2017,buick,regal sport touring sedan,good,,gas,32206,clean,other,2G4GL5EX7H9130797,fwd,sedan,,https://images.craigslist.org/00g0g_j2lDHYe069Rz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T13:11:20-0700
11078,7316398728,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2018-acura-mdx-sport-utility-4d/7316398728.html,phoenix,https://phoenix.craigslist.org,33990,2018,acura,mdx sport utility 4d,good,,other,26584,clean,other,5J8YD3H30JL007345,fwd,other,white,https://images.craigslist.org/00H0H_80Jl6kpbUraz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T13:11:16-0700
11081,7316398763,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2019-chevy-chevrolet-trax-ls/7316398763.html,phoenix,https://phoenix.craigslist.org,16590,2019,chevrolet,trax ls sport utility,good,,gas,15875,clean,other,3GNCJKSB1KL308554,fwd,hatchback,,https://images.craigslist.org/00F0F_dBIZ6SC7Vzpz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T13:11:18-0700
11087,7316394496,https://phoenix.craigslist.org/evl/ctd/d/scottsdale-2014-audi-s5-coupe-misano/7316394496.html,phoenix,https://phoenix.craigslist.org,24995,2014,audi,s5 coupe premium plus,excellent,6 cylinders,gas,97139,clean,automatic,WAUCGAFRXEA066977,4wd,coupe,,https://images.craigslist.org/00303_luzsbb1Xzngz_0fe0bq_600x450.jpg,az,33.454195,-111.926096,2021-05-03T13:04:22-0700
11101,7316383091,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2004-ford-f350-service-body/7316383091.html,phoenix,https://phoenix.craigslist.org,11995,2004,ford,f350,good,8 cylinders,gas,145411,clean,automatic,1FDSF30L34ED29850,rwd,truck,white,https://images.craigslist.org/00I0I_bF6eRssqecaz_0lE0ge_600x450.jpg,az,33.6241,-112.010365,2021-05-03T12:45:24-0700
11105,7316382356,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2010-ford-f150xl-extended-cab/7316382356.html,phoenix,https://phoenix.craigslist.org,9995,2010,ford,f150,good,8 cylinders,gas,175303,clean,automatic,1FTFX1CVXAFB91167,rwd,truck,white,https://images.craigslist.org/01616_8rmEWd6wRTCz_0xk0p0_600x450.jpg,az,33.623814,-112.010193,2021-05-03T12:44:07-0700
11106,7316380737,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2018-ford-ecosport-ses-sport/7316380737.html,phoenix,https://phoenix.craigslist.org,17990,2018,ford,ecosport ses sport utility,good,,gas,25498,clean,other,MAJ6P1CL6JC180334,4wd,hatchback,black,https://images.craigslist.org/00g0g_EK5PPfe9WNz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T12:41:18-0700
11109,7316381100,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2004-ford-f250-extra-cab-work/7316381100.html,phoenix,https://phoenix.craigslist.org,9995,2004,ford,f250,good,8 cylinders,gas,153976,clean,automatic,1FTNX20L24ED82404,rwd,pickup,white,https://images.craigslist.org/00t0t_ZeqqcDFEdHz_0lJ0gi_600x450.jpg,az,33.623671,-112.010193,2021-05-03T12:41:57-0700
11110,7316380952,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2017-nissan-nv-2500-high-roof/7316380952.html,phoenix,https://phoenix.craigslist.org,28995,2017,nissan,nv,good,6 cylinders,gas,50811,clean,automatic,1N6BF0LY8HN809508,rwd,van,white,https://images.craigslist.org/00i0i_c7Ml3H18kC3z_0uq0mP_600x450.jpg,az,33.623957,-112.009678,2021-05-03T12:41:41-0700
11112,7316379743,https://phoenix.craigslist.org/evl/ctd/d/chandler-1999-gmc-jimmy-sle-2wd/7316379743.html,phoenix,https://phoenix.craigslist.org,3975,1999,gmc,jimmy sle,good,6 cylinders,gas,118000,clean,automatic,1GKCS13W3X2560465,rwd,SUV,brown,https://images.craigslist.org/00909_da2uLejTQ9gz_0CI0t2_600x450.jpg,az,33.2711,-111.8311,2021-05-03T12:39:41-0700
11116,7316378877,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2017-nissan-frontier-extra-cab/7316378877.html,phoenix,https://phoenix.craigslist.org,16995,2017,nissan,frontier,good,4 cylinders,gas,75852,clean,automatic,1N6BD0CT1HN715139,rwd,pickup,white,https://images.craigslist.org/00K0K_QbdX6Aj6P6z_0oc0i9_600x450.jpg,az,33.623814,-112.010536,2021-05-03T12:38:09-0700
11121,7316378084,https://phoenix.craigslist.org/evl/ctd/d/scottsdale-2015-chevrolet-tahoe-lt-suv/7316378084.html,phoenix,https://phoenix.craigslist.org,31579,2015,chevrolet,tahoe,excellent,8 cylinders,gas,96882,clean,automatic,1GNSCBKC0FR253169,rwd,SUV,black,https://images.craigslist.org/00F0F_fgVrrI15LzNz_0ak07K_600x450.jpg,az,33.48815,-111.94239,2021-05-03T12:36:46-0700
11122,7316377933,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2019-ford-transit-150-cargo-van/7316377933.html,phoenix,https://phoenix.craigslist.org,26995,2019,ford,transit,good,6 cylinders,gas,30703,clean,automatic,1FTYE1ZM2KKB65796,rwd,van,white,https://images.craigslist.org/01212_hlX20TRqNDz_0ng0hs_600x450.jpg,az,33.623814,-112.010536,2021-05-03T12:36:29-0700
11124,7316376696,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2000-chevy-astro-van-passenger/7316376696.html,phoenix,https://phoenix.craigslist.org,7995,2000,chevrolet,astro,good,6 cylinders,gas,67482,clean,automatic,1GNDM19W8YB168124,rwd,van,white,https://images.craigslist.org/01515_6lmDMWKtYp2z_0jn0ey_600x450.jpg,az,33.623528,-112.00985,2021-05-03T12:34:18-0700
11125,7316376367,https://phoenix.craigslist.org/evl/ctd/d/scottsdale-2015-chevrolet-corvette/7316376367.html,phoenix,https://phoenix.craigslist.org,46902,2015,chevrolet,corvette,excellent,8 cylinders,gas,54403,clean,manual,1G1YL2D75F5102993,rwd,coupe,white,https://images.craigslist.org/00B0B_75VBG85HQZez_0ak07K_600x450.jpg,az,33.48815,-111.94239,2021-05-03T12:33:43-0700
11129,7316374964,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2014-ford-150-4x4-extra-cab/7316374964.html,phoenix,https://phoenix.craigslist.org,16995,2014,ford,f150,good,6 cylinders,gas,113874,clean,automatic,1FTEX1EM4EKD70558,4wd,truck,white,https://images.craigslist.org/00000_isyOBKgEEORz_0oi0ie_600x450.jpg,az,33.6241,-112.010365,2021-05-03T12:31:31-0700
11132,7316373132,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2002-chevy-e3500-extended/7316373132.html,phoenix,https://phoenix.craigslist.org,10995,2002,chevrolet,express g3500,good,8 cylinders,gas,53058,clean,automatic,1GAHG39R921181347,rwd,van,white,https://images.craigslist.org/00A0A_9Ro8p9YZ0tFz_0xK0pi_600x450.jpg,az,33.625721,-112.012775,2021-05-03T12:28:48-0700
11135,7316372426,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2010-dodge-ram-2500-service/7316372426.html,phoenix,https://phoenix.craigslist.org,13995,2010,ram,2500,good,8 cylinders,gas,158615,clean,automatic,3D6WP2ET7AG168293,rwd,pickup,white,https://images.craigslist.org/00j0j_7G5YcQQSS2wz_0o50i3_600x450.jpg,az,33.625686,-112.012732,2021-05-03T12:27:37-0700
11145,7316370663,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2004-ford-ranger-regular-cab/7316370663.html,phoenix,https://phoenix.craigslist.org,6995,2004,ford,ranger,good,6 cylinders,gas,167176,clean,automatic,1FTYR10E04PA78432,rwd,truck,white,https://images.craigslist.org/00J0J_l4b97qMQlKKz_0rE0kJ_600x450.jpg,az,33.625287,-112.012825,2021-05-03T12:24:35-0700
11150,7316368695,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2018-hyundai-elantra-gt-sport/7316368695.html,phoenix,https://phoenix.craigslist.org,19990,2018,hyundai,elantra gt sport,good,,gas,16296,clean,other,KMHH55LC6JU015499,fwd,hatchback,blue,https://images.craigslist.org/00b0b_hJtjFyQ4MLKz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T12:21:16-0700
11151,7316368667,https://phoenix.craigslist.org/evl/ctd/d/mesa-2018-vw-volkswagen-golf-tsi/7316368667.html,phoenix,https://phoenix.craigslist.org,17590,2018,volkswagen,golf tsi s hatchback,good,,other,41446,clean,other,3VWG17AU3JM250608,fwd,sedan,white,https://images.craigslist.org/00H0H_kj6xpgMDMM0z_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T12:21:13-0700
11153,7316368735,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2012-ford-f250-xlt-extended-cab/7316368735.html,phoenix,https://phoenix.craigslist.org,18995,2012,ford,f250,good,8 cylinders,gas,141780,clean,automatic,1FT7X2B68CEC15804,4wd,truck,white,https://images.craigslist.org/00x0x_gh3ujLvMKksz_0ml0gK_600x450.jpg,az,33.625269,-112.012954,2021-05-03T12:21:19-0700
11154,7316368592,https://phoenix.craigslist.org/wvl/ctd/d/luke-air-force-base-2018-bmw-x5/7316368592.html,phoenix,https://phoenix.craigslist.org,37590,2018,bmw,x5 sdrive35i sport utility,good,,gas,29438,clean,automatic,5UXKR2C58J0X08823,rwd,other,silver,https://images.craigslist.org/00X0X_2My5E5CRvqpz_0gw0co_600x450.jpg,az,33.51,-112.36,2021-05-03T12:21:07-0700
11163,7316362673,https://phoenix.craigslist.org/evl/ctd/d/mesa-2020-honda-civic-sport-hatchback/7316362673.html,phoenix,https://phoenix.craigslist.org,25590,2020,honda,civic sport hatchback 4d,good,,gas,3678,clean,other,SHHFK7H47LU414109,fwd,hatchback,white,https://images.craigslist.org/00o0o_l3YL2GAUwe8z_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T12:11:19-0700
11169,7316361132,https://phoenix.craigslist.org/evl/cto/d/tempe-2015-mercedes-ml350-one-owner/7316361132.html,phoenix,https://phoenix.craigslist.org,19500,2015,mercedes-benz,benz ml350,good,6 cylinders,gas,109405,clean,automatic,4JGDA5JB1FA527085,rwd,SUV,white,https://images.craigslist.org/01313_5FyzL5yINOfz_0CI0t2_600x450.jpg,az,33.319119,-111.945534,2021-05-03T12:09:06-0700
11178,7316356287,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2019-nissan-leaf-hatchback-4d/7316356287.html,phoenix,https://phoenix.craigslist.org,18590,2019,nissan,leaf s hatchback 4d,good,,electric,19188,clean,other,1N4AZ1CP6KC306720,fwd,hatchback,,https://images.craigslist.org/00B0B_bUuH3YCxbR4z_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T12:01:49-0700
11179,7316355926,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2018-audi-a4-ultra-premium/7316355926.html,phoenix,https://phoenix.craigslist.org,24990,2018,audi,a4 ultra premium sedan 4d,good,,gas,21274,clean,other,WAUKMAF42JA064224,fwd,sedan,blue,https://images.craigslist.org/00c0c_4KWrZY7oDyz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T12:01:19-0700
11190,7316356198,https://phoenix.craigslist.org/evl/ctd/d/mesa-2018-mercedes-benz-class-300-sedan/7316356198.html,phoenix,https://phoenix.craigslist.org,33990,2018,mercedes-benz,e-class e 300,good,,gas,21619,clean,other,WDDZF4JB8JA379702,rwd,sedan,white,https://images.craigslist.org/00n0n_dg6dKQrXqg7z_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T12:01:41-0700
11200,7316350355,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2015-ford-transit-t150-cargo/7316350355.html,phoenix,https://phoenix.craigslist.org,16995,2015,ford,transit,good,6 cylinders,gas,80384,clean,automatic,1FMZK1ZM3FKB33177,rwd,van,silver,https://images.craigslist.org/00Z0Z_1hDtbwtjsASz_0pm0j1_600x450.jpg,az,33.623814,-112.010365,2021-05-03T11:52:29-0700
11205,7316349386,https://phoenix.craigslist.org/evl/ctd/d/mesa-2012-infiniti-m37-sedan-4d-sedan/7316349386.html,phoenix,https://phoenix.craigslist.org,19990,2012,infiniti,m m37 sedan 4d,good,6 cylinders,gas,44271,clean,manual,JN1BY1AP7CM331225,rwd,sedan,black,https://images.craigslist.org/00000_bz1URdT8I9bz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T11:51:00-0700
11207,7316347428,https://phoenix.craigslist.org/cph/cto/d/phoenix-1998-infiniti-q45-exceptional/7316347428.html,phoenix,https://phoenix.craigslist.org,9950,1998,infiniti,q45,excellent,8 cylinders,gas,93000,clean,automatic,JNKBY31A5WM402042,fwd,sedan,white,https://images.craigslist.org/00Z0Z_3YEhh3eoorc_0GQ0o6_600x450.jpg,az,33.465,-112.0474,2021-05-03T11:47:47-0700
11210,7316346455,https://phoenix.craigslist.org/cph/cto/d/cashion-2011-wrx-hatch-built/7316346455.html,phoenix,https://phoenix.craigslist.org,13000,2011,subaru,wrx,good,4 cylinders,gas,129000,clean,manual,JF1GR7E68BG814360,4wd,sedan,silver,https://images.craigslist.org/01616_eMGRyttvnYpz_0CI0pO_600x450.jpg,az,33.4321,-112.3438,2021-05-03T11:46:14-0700
11236,7316336369,https://phoenix.craigslist.org/evl/ctd/d/scottsdale-2013-honda-accord-ex-sedan/7316336369.html,phoenix,https://phoenix.craigslist.org,14800,2013,honda,accord,excellent,4 cylinders,gas,99823,clean,automatic,1HGCR2F8XDA120031,fwd,sedan,silver,https://images.craigslist.org/00S0S_6qC4gqUUSrQz_0ak07K_600x450.jpg,az,33.48815,-111.94239,2021-05-03T11:30:37-0700
11241,7316332744,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2016-ford-transit-t150-cargo/7316332744.html,phoenix,https://phoenix.craigslist.org,17995,2016,ford,transit,good,6 cylinders,gas,81037,clean,automatic,1FMZK1ZM0GKB39245,rwd,van,silver,https://images.craigslist.org/01313_adoqERlBPESz_0mT0ha_600x450.jpg,az,33.624243,-112.009678,2021-05-03T11:24:56-0700
11245,7316329453,https://phoenix.craigslist.org/evl/ctd/d/phoenix-2011-ford-250-super-duty-xlt/7316329453.html,phoenix,https://phoenix.craigslist.org,34995,2011,ford,f-250 super duty xlt,excellent,8 cylinders,diesel,153460,clean,automatic,1FT7W2BT2BEB74822,4wd,pickup,red,https://images.craigslist.org/00c0c_izRB7xjuIUXz_07J05O_600x450.jpg,az,33.4061,-112.0265,2021-05-03T11:19:44-0700
11254,7316324088,https://phoenix.craigslist.org/evl/ctd/d/mesa-2016-hyundai-sonata-se-full/7316324088.html,phoenix,https://phoenix.craigslist.org,13921,2016,hyundai,sonata se,excellent,4 cylinders,gas,34150,clean,automatic,5NPE24AF5GH432445,fwd,sedan,white,https://images.craigslist.org/00V0V_bQxqx2PQZ8F_0CI0t2_600x450.jpg,az,33.414687,-111.846324,2021-05-03T11:11:11-0700
11263,7316317213,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2004-ford-e150-refrigerator/7316317213.html,phoenix,https://phoenix.craigslist.org,12995,2004,ford,econoline,good,8 cylinders,gas,83421,clean,automatic,1FTRE14W24HA93575,rwd,van,white,https://images.craigslist.org/00H0H_4H7BOxpMRZez_0qN0k6_600x450.jpg,az,33.623671,-112.010536,2021-05-03T11:01:00-0700
11264,7316316120,https://phoenix.craigslist.org/nph/ctd/d/prescott-2019-honda-civic-fwd-4d-sedan/7316316120.html,phoenix,https://phoenix.craigslist.org,607,2019,honda,civic,excellent,4 cylinders,gas,21839,clean,automatic,19XFC2F81KE014123,fwd,sedan,blue,https://images.craigslist.org/00g0g_8MT9x2YHym5z_0hk0co_600x450.jpg,az,34.605818,-112.451775,2021-05-03T10:59:20-0700
